Source Plate,Source Plate Type,Source Well,Sample ID,Destination Plate Name,Destination Well,Transfer Volume,Sample Comment
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,H1,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,G1,1250,Actual concentration: 11.90
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,F1,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,E1,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,D1,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,C1,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,B1,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,H2,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,G2,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,F2,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,E2,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,D2,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,C2,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,B2,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,A2,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,H3,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,G3,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,F3,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,E3,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,D3,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,C3,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,B3,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,H4,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,G4,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,F4,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,E4,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,D4,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,C4,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,B4,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,A7,m162,Axygen 96,A4,825,Actual concentration: 7.86
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,H1,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,G1,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,F1,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,E1,1150,Actual concentration: 1.60
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,D1,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,C1,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,B1,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,H2,1150,Actual concentration: 1.60
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,G2,1150,Actual concentration: 1.60
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,F2,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,E2,1150,Actual concentration: 1.60
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,D2,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,C2,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,B2,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,A2,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,H3,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,G3,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,F3,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,E3,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,D3,575,Actual concentration: 0.80
384_source_c1,384PP_Plus_AQ_BP,C7,m163,Axygen 96,C3,575,Actual concentration: 0.80
