well,ingredient1,concentration1,unit1,ingredient2,...
A1,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.203375,concentration,m166_GvpK_50fmol,0.21349999999999997,concentration,m163_GvpF_50fmol,1.632,concentration,m164_GvpG_50fmol,0.217875,concentration,m168_GvpV_50fmol,0.2235,concentration,m169_GvpW_50fmol,0.202875,concentration,m567_GvpA,9.9759375,concentration,puc19,6.2740625,concentration,water,0.4375,fraction
A10,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.8135,concentration,m166_GvpK_50fmol,0.21349999999999997,concentration,m163_GvpF_50fmol,0.204,concentration,m164_GvpG_50fmol,0.8715,concentration,m168_GvpV_50fmol,0.2235,concentration,m169_GvpW_50fmol,0.8115,concentration,m567_GvpA,9.9759375,concentration,puc19,5.5359375,concentration,water,0.425,fraction
A11,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.203375,concentration,m166_GvpK_50fmol,0.21349999999999997,concentration,m163_GvpF_50fmol,0.204,concentration,m164_GvpG_50fmol,0.8715,concentration,m168_GvpV_50fmol,0.2235,concentration,m169_GvpW_50fmol,0.8115,concentration,m567_GvpA,9.9759375,concentration,puc19,6.643125,concentration,water,0.44375,fraction
A12,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.8135,concentration,m166_GvpK_50fmol,0.21349999999999997,concentration,m163_GvpF_50fmol,0.204,concentration,m164_GvpG_50fmol,0.8715,concentration,m168_GvpV_50fmol,0.78225,concentration,m169_GvpW_50fmol,0.202875,concentration,m567_GvpA,9.9759375,concentration,puc19,5.5359375,concentration,water,0.43125,fraction
A13,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.203375,concentration,m166_GvpK_50fmol,0.21349999999999997,concentration,m163_GvpF_50fmol,0.816,concentration,m164_GvpG_50fmol,0.217875,concentration,m168_GvpV_50fmol,0.2235,concentration,m169_GvpW_50fmol,0.202875,concentration,m567_GvpA,9.9759375,concentration,puc19,7.7503125,concentration,water,0.4625,fraction
A14,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.8135,concentration,m166_GvpK_50fmol,0.21349999999999997,concentration,m163_GvpF_50fmol,0.816,concentration,m164_GvpG_50fmol,0.217875,concentration,m168_GvpV_50fmol,0.2235,concentration,m169_GvpW_50fmol,0.8115,concentration,m567_GvpA,9.9759375,concentration,puc19,5.166875,concentration,water,0.43125,fraction
A15,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.203375,concentration,m166_GvpK_50fmol,0.21349999999999997,concentration,m163_GvpF_50fmol,0.816,concentration,m164_GvpG_50fmol,0.217875,concentration,m168_GvpV_50fmol,0.2235,concentration,m169_GvpW_50fmol,0.202875,concentration,m567_GvpA,9.9759375,concentration,puc19,7.7503125,concentration,water,0.4625,fraction
A16,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.8135,concentration,m166_GvpK_50fmol,0.21349999999999997,concentration,m163_GvpF_50fmol,0.816,concentration,m164_GvpG_50fmol,0.217875,concentration,m168_GvpV_50fmol,0.2235,concentration,m169_GvpW_50fmol,0.202875,concentration,m567_GvpA,9.9759375,concentration,puc19,6.643125,concentration,water,0.44375,fraction
A17,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.203375,concentration,m166_GvpK_50fmol,0.21349999999999997,concentration,m163_GvpF_50fmol,0.204,concentration,m164_GvpG_50fmol,0.217875,concentration,m168_GvpV_50fmol,0.78225,concentration,m169_GvpW_50fmol,0.202875,concentration,m567_GvpA,9.9759375,concentration,puc19,7.7503125,concentration,water,0.46875,fraction
A18,m167_GvpN_50fmol,0.191625,concentration,m165_GvpJ_50fmol,0.203375,concentration,m166_GvpK_50fmol,0.8539999999999999,concentration,m163_GvpF_50fmol,0.204,concentration,m164_GvpG_50fmol,0.8715,concentration,m168_GvpV_50fmol,0.78225,concentration,m169_GvpW_50fmol,0.202875,concentration,m567_GvpA,9.9759375,concentration,puc19,5.5359375,concentration,water,0.43125,fraction
