do not touch,Plasmid,Con [ng/ul],Conc (nM),Size (bp),mw (ng/pmol),,,plamsid (ng),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,repl,total DNA combo final volume w/water (uL),plasmid concentration nM,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,,,,,
enter your value,,,,,,,what is 1x in fmol,fmols each 1x,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4,11,multiplier,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,,,,
let the formula do it's job,,,,,,,,total ng (6-well),3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,ul/6-well rxn,128.51,106.21,120.09,118.04,118.03,118.34,122.23,156.21,116.3,115.99,116.29,108.28,122.63,122.87,128.94,118.36,118.36,119.27,119.73,119.96,120.07,114.71,114.29,156.21,120.51,118.46,118.76,118.45,114.66,114.24,121.64,118.36,,volume (nL),total nmol transferred,total volume of stock transferred,wells needed
,m162_GvpA,378.6,104.759,5560,3614,,plasmid ng in chart,m162_GvpA,903.5,1355.25,903.5,903.5,903.5,903.5,903.5,0,903.5,903.5,903.5,903.5,903.5,903.5,903.5,903.5,903.5,903.5,903.5,903.5,903.5,903.5,903.5,0,903.5,903.5,903.5,903.5,903.5,903.5,903.5,903.5,,,m162_GvpA,7.955,11.932,7.955,7.955,7.955,7.955,7.955,0,7.955,7.955,7.955,7.955,7.955,7.955,7.955,7.955,7.955,7.955,7.955,7.955,7.955,7.955,7.955,0,7.955,7.955,7.955,7.955,7.955,7.955,7.955,7.955,,m162_GvpA,0.003,25.475,0.579
,m163_GvpF,50.8,15.309,5105,3318.25,,,m163_GvpF,20.739,82.956,82.956,165.913,82.956,82.956,82.956,0,165.913,165.913,82.956,165.913,82.956,20.739,20.739,82.956,82.956,82.956,82.956,82.956,82.956,82.956,82.956,0,82.956,165.913,82.956,82.956,165.913,165.913,82.956,82.956,,,m163_GvpF,0.199,0.795,0.795,1.591,0.795,0.795,0.795,0,1.591,1.591,0.795,1.591,0.795,0.199,0.199,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0,0.795,1.591,0.795,0.795,1.591,1.591,0.795,0.795,,m163_GvpF,0,19.861,0.451
,m164_GvpG ,43.9,14.231,4746,3084.9,,,m164_GvpG ,19.281,77.123,77.123,77.123,77.123,154.245,77.123,0,154.245,77.123,154.245,154.245,77.123,77.123,19.281,77.123,77.123,77.123,77.123,77.123,77.123,154.245,154.245,0,77.123,77.123,154.245,77.123,154.245,154.245,115.684,77.123,,,m164_GvpG ,0.199,0.795,0.795,0.795,0.795,1.591,0.795,0,1.591,0.795,1.591,1.591,0.795,0.795,0.199,0.795,0.795,0.795,0.795,0.795,0.795,1.591,1.591,0,0.795,0.795,1.591,0.795,1.591,1.591,1.193,0.795,,m164_GvpG ,0,23.365,0.531
,m165_GvpJ,50.3,15.132,5114,3324.1,,,m165_GvpJ,20.776,83.103,83.103,83.103,166.205,83.103,83.103,0,83.103,166.205,166.205,166.205,83.103,83.103,20.776,83.103,83.103,83.103,83.103,83.103,83.103,166.205,166.205,0,83.103,83.103,83.103,166.205,166.205,166.205,166.205,83.103,,,m165_GvpJ,0.199,0.795,0.795,0.795,1.591,0.795,0.795,0,0.795,1.591,1.591,1.591,0.795,0.795,0.199,0.795,0.795,0.795,0.795,0.795,0.795,1.591,1.591,0,0.795,0.795,0.795,1.591,1.591,1.591,1.591,0.795,,m165_GvpJ,0,22.263,0.506
,m166_GvpK,44.8,14.255,4835,3142.75,,,m166_GvpK,19.642,78.569,78.569,78.569,78.569,78.569,78.569,0,78.569,78.569,78.569,157.138,19.642,19.642,19.642,78.569,78.569,39.284,19.642,9.821,4.911,78.569,78.569,0,78.569,78.569,78.569,78.569,78.569,78.569,9.821,78.569,,,m166_GvpK,0.199,0.795,0.795,0.795,0.795,0.795,0.795,0,0.795,0.795,0.795,1.591,0.199,0.199,0.199,0.795,0.795,0.398,0.199,0.099,0.05,0.795,0.795,0,0.795,0.795,0.795,0.795,0.795,0.795,0.099,0.795,,m166_GvpK,0,14.77,0.336
,m167_GvpN ,51.1,15.063,5219,3392.35,,,m167_GvpN ,21.202,84.809,84.809,84.809,84.809,84.809,0,0,84.809,84.809,84.809,169.618,21.202,21.202,21.202,84.809,84.809,84.809,84.809,84.809,84.809,0,84.809,0,0,0,0,0,0,84.809,21.202,84.809,,,m167_GvpN ,0.199,0.795,0.795,0.795,0.795,0.795,0,0,0.795,0.795,0.795,1.591,0.199,0.199,0.199,0.795,0.795,0.795,0.795,0.795,0.795,0,0.795,0,0,0,0,0,0,0.795,0.199,0.795,,m167_GvpN ,0,11.763,0.267
,m168_GvpV,44.8,14.593,4723,3069.95,,,m168_GvpV,19.187,76.749,0,0,0,0,0,0,0,0,0,0,19.187,76.749,0,76.749,76.749,76.749,76.749,76.749,76.749,76.749,0,0,76.749,76.749,76.749,76.749,76.749,0,9.594,76.749,,,m168_GvpV,0.199,0.795,0,0,0,0,0,0,0,0,0,0,0.199,0.795,0,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0,0,0.795,0.795,0.795,0.795,0.795,0,0.099,0.795,,m168_GvpV,0,9.369,0.213
,m169_GvpW,51,15.543,5048,3281.2,,,m169_GvpW,20.508,82.03,82.03,82.03,82.03,82.03,82.03,0,82.03,82.03,82.03,164.06,82.03,82.03,20.508,82.03,82.03,82.03,82.03,82.03,82.03,164.06,164.06,0,82.03,82.03,82.03,82.03,82.03,82.03,20.508,82.03,,,m169_GvpW,0.199,0.795,0.795,0.795,0.795,0.795,0.795,0,0.795,0.795,0.795,1.591,0.795,0.795,0.199,0.795,0.795,0.795,0.795,0.795,0.795,1.591,1.591,0,0.795,0.795,0.795,0.795,0.795,0.795,0.199,0.795,,m169_GvpW,0,17.311,0.393
,pUC19 (maxi),156.7,89.753,2686,1745.9,,,pUC19 (maxi),1955.166,1079.413,1607.911,1524.955,1524.809,1530.789,1692.72,3000,1447.833,1441.853,1447.686,1119.323,1711.257,1715.913,1974.353,1531.163,1531.163,1570.447,1590.089,1599.91,1604.821,1373.716,1365.656,3000,1615.971,1533.015,1538.849,1532.869,1372.79,1364.73,1670.531,1531.163,,,pUC19 (maxi),35.632,19.672,29.303,27.792,27.789,27.898,30.849,54.674,26.386,26.277,26.383,20.399,31.187,31.272,35.982,27.905,27.905,28.621,28.979,29.158,29.247,25.035,24.888,54.674,29.45,27.938,28.045,27.936,25.018,24.872,30.445,27.905,,pUC19 (maxi),0.01,116.371,2.645
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Final volume of DNA before water (uL),6.233,7.786,7.949,8.335,8.342,8.392,7.557,6.701,8.778,8.728,8.784,10.38,7.434,7.465,6.126,8.377,8.377,8.158,8.048,7.994,7.966,9.201,9.164,6.701,7.986,8.372,8.428,8.378,9.207,9.17,7.654,8.377,,total volume,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H2O,4.767,3.214,3.051,2.665,2.658,2.608,3.443,4.299,2.222,2.272,2.216,0.62,3.566,3.535,4.874,2.623,2.623,2.842,2.952,3.006,3.034,1.799,1.836,4.299,3.014,2.628,2.572,2.622,1.793,1.83,3.346,2.623,,water volume,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,well_id,H1,G1,F1,E1,D1,C1,B1,A1,H2,G2,F2,E2,D2,C2,B2,A2,H3,G3,F3,E3,D3,C3,B3,A3,H4,G4,F4,E4,D4,C4,B4,A4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,fmol ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25E-06,nmol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current adjustment,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50E-07,nmol,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,
Plate type,area adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 cm,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-well,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-well,0.36,,,,,,,,,,,,,,,m163_GvpF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.16,transfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-well,0.2,,,,,,,,,,,,,,,m164_GvpG ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dilute plasmids such that for chaperones, 0.25x condition requires 10 0.25 nL transfers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48-well,0.088,,,,,,,,,,,,,,,m165_GvpJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-well,0.033,,,,,,,,,,,,,,,m166_GvpK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,m167_GvpN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,m168_GvpV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,m169_GvpW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salt,,PEI Max,Salt,Mastermix amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,,504,1896,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salt total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656,,,21 for 48 well plate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
